Title,Year,Genre_1,Genre_2,Genre_3,Director,Writer_1,Writer_2,Writer_3,Actors_1,Actors_2,Actors_3,Actors_4,Metascore,imdbVotes,Language,Country,imdbRating
Extraordinary Measures,2010,6.805938349954643,?,?,6.1,6.425,6.5,?,6.010526315789474,6.781818181818181,6.5555555555555545,6.5,45.0,14.0,English,USA,B
Extreme Measures,1996,6.59053643724697,6.805938349954643,6.511945812807886,6.535294117647059,6.1,7.141666666666666,?,6.376470588235294,6.8279069767441865,5.7153846153846155,6.86153846153846,?,13.0,English,USA,C
Extreme Ops,2002,6.164596895343019,6.3626827717736845,6.295724782899136,5.82,5.3,4.5,4.5,5.914285714285713,5.475,6.657142857142857,6.209999999999999,17.0,4.0,English,UK,F
Extreme Prejudice,1987,6.164596895343019,6.59053643724697,6.805938349954643,6.36923076923077,7.066666666666666,6.6,7.066666666666666,6.311764705882352,6.95,4.983333333333333,6.12,?,4.0,English,USA,B
An Extremely Goofy Movie,2000,6.792329149232918,6.321287231826699,6.2881696428571345,6.4,6.800000000000001,6.4,?,6.6,6.22,5.775,6.483333333333333,?,5.0,English,USA,C
Extremities,1986,6.805938349954643,6.295724782899136,?,6.8999999999999995,6.825,6.825,?,5.971428571428572,6.699999999999999,6.633333333333334,5.96,?,2.0,English,USA,C
The Eye,2002,6.805938349954643,5.6362158167036265,6.295724782899136,5.819999999999999,6.033333333333334,6.4,6.7,6.325000000000001,6.433333333333333,6.7,6.7,66.0,24.0,Cantonese,Hong Kong,B
The Eye 2,2004,6.805938349954643,6.270794392523365,5.6362158167036265,5.819999999999999,6.033333333333334,5.7,6.033333333333334,5.7,6.1090909090909085,5.7,5.7,?,4.0,Cantonese,Hong Kong,C
Eye for an Eye,1996,6.59053643724697,6.805938349954643,6.295724782899136,6.842857142857143,6.1,6.733333333333333,6.85,6.290909090909091,6.9862068965517246,6.1,6.1,?,9.0,English,USA,C
Eye of the Needle,1981,6.596904663640125,6.295724782899136,7.116258351893096,6.925,7.1,6.433333333333334,?,6.38,7.1,7.1,6.5600000000000005,?,6.0,English,UK,B
Eyes of Laura Mars,1978,5.6362158167036265,6.511945812807886,6.295724782899136,6.542857142857144,6.2,6.8,6.2,6.65,6.451851851851853,6.374999999999999,6.800000000000002,?,6.0,English,USA,C
Eyes Wide Shut,1999,6.805938349954643,6.511945812807886,6.295724782899136,7.46875,8.059999999999999,7.266666666666667,7.55,6.864516129032259,6.525,7.3999999999999995,6.933333333333333,68.0,222.0,English,UK,B
Eyewitness,1981,6.596904663640125,6.295724782899136,?,6.85,7.0,?,?,6.909999999999999,6.804545454545453,6.9125000000000005,6.690909090909091,?,2.0,English,USA,C
Ezra,2007,6.805938349954643,?,?,6.5,6.5,7.05,?,6.5,6.5,6.5,4.7,56.0,202.0,English,France,B
F.I.S.T.,1978,6.805938349954643,?,?,6.841176470588235,5.83,5.83,6.233333333333334,6.043749999999999,6.986666666666666,6.385714285714285,7.066666666666666,?,5.0,English,USA,C
F/X,1986,6.164596895343019,6.295724782899136,?,6.466666666666666,6.6,6.6,?,6.485714285714286,6.963636363636363,6.860000000000001,6.333333333333333,71.0,13.0,English,USA,B
The Fabulous Baker Boys,1989,6.805938349954643,6.73577586206896,6.596904663640125,6.55,7.3090909090909095,?,?,6.794117647058823,6.515999999999999,5.8999999999999995,6.8,?,17.0,English,USA,B
Face,2004,6.805938349954643,5.6362158167036265,?,5.8,6.566666666666666,6.55,5.8,5.8,6.3,5.8,5.8,?,952.0,Korean,South Korea,C
The Face of Another,1966,6.805938349954643,5.828839390386872,?,8.25,8.25,8.25,?,8.157142857142857,7.8,7.833333333333333,8.0,?,4.0,Japanese,Japan,A
A Face in the Crowd,1957,6.805938349954643,?,?,7.593333333333334,8.120000000000001,8.120000000000001,?,7.324999999999999,7.3625,6.725,6.890624999999998,?,9.0,English,USA,A
Face to Face,1976,6.805938349954643,6.270794392523365,?,7.596428571428569,7.649999999999998,?,?,7.67,7.3199999999999985,7.7,7.950000000000001,?,3.0,Swedish,Sweden,A
Face of the Screaming Werewolf,1964,5.6362158167036265,?,?,2.4,2.4,2.4,2.4,6.0307692307692315,2.4,2.4,2.4,?,216.0,English,Mexico,F
Face/Off,1997,6.164596895343019,6.59053643724697,6.295724782899136,7.041666666666667,6.4,5.8,?,6.079411764705883,6.542857142857144,6.74,6.422222222222222,82.0,279.0,English,USA,B
Faces,1968,6.805938349954643,?,?,7.771428571428572,7.266666666666666,?,?,6.6,6.924999999999999,7.233333333333334,7.949999999999999,?,6.0,English,USA,A
Faces of Death,1978,7.163705103969749,5.6362158167036265,?,3.75,3.75,?,?,3.75,4.0,4.0,?,?,4.0,English,USA,F
Facing the Giants,2006,6.805938349954643,6.5056939501779345,?,6.8,6.8,6.8,?,6.6,6.7,6.7,6.7,38.0,12.0,English,USA,B
Facing Windows,2003,6.805938349954643,6.596904663640125,?,7.4,7.4,6.8999999999999995,?,6.933333333333334,7.075,6.2250000000000005,7.4,55.0,8.0,Italian,Italy,B
Factory Girl,2006,7.090517241379306,6.805938349954643,?,6.1000000000000005,6.4,6.4,6.4,6.6000000000000005,6.95625,6.555555555555556,4.533333333333333,45.0,18.0,Slovak,USA,C
The Making of Factotum,2006,7.163705103969749,?,?,N/A,N/A,?,?,6.614285714285714,6.2,6.2,6.672727272727272,?,5.0,English,USA,C
The Faculty,1998,5.6362158167036265,6.511945812807886,5.828839390386872,5.972727272727273,6.45,6.4,6.0375000000000005,6.3,5.9399999999999995,6.4,6.49,61.0,90.0,English,USA,C
Fade to Black,1980,6.321287231826699,5.6362158167036265,6.295724782899136,5.9,6.050000000000001,?,?,5.900000000000001,4.757142857142857,5.9,6.475,?,1.0,English,USA,C
Faeries,1999,6.792329149232918,6.3626827717736845,6.2881696428571345,5.9,5.9,?,?,6.949999999999999,6.823809523809523,6.2125,5.9,?,303.0,English,UK,C
Fahrenheit 451,1966,6.805938349954643,5.828839390386872,?,7.553846153846153,7.571428571428571,7.12,6.400000000000001,7.142857142857143,7.18,7.45,7.3,?,32.0,English,UK,B
Fahrenheit 9/11,2004,7.163705103969749,6.321287231826699,6.805938349954643,7.014285714285714,7.014285714285714,?,?,6.313043478260869,7.5,7.62,7.7,67.0,111.0,English,USA,A
Fahrenhype 9/11,2004,7.163705103969749,?,?,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.833333333333333,?,3.0,English,USA,F
Fail-Safe,1964,6.805938349954643,6.295724782899136,?,6.939999999999999,6.683333333333333,8.0,8.0,6.314285714285714,6.890624999999998,8.2,7.033333333333334,?,14.0,English,USA,A
Failure to Launch,2006,6.321287231826699,6.596904663640125,?,5.475,6.05,6.05,?,6.458333333333332,5.7153846153846155,6.2124999999999995,6.514285714285713,47.0,57.0,English,USA,C
Fair Game,1986,6.164596895343019,5.6362158167036265,6.295724782899136,6.1,6.1,?,?,6.1,6.1,6.1,6.1,?,381.0,English,Australia,C
The Fairylogue and Radio-Plays,1908,6.270794392523365,6.3626827717736845,?,5.5,5.5125,5.5125,5.6,5.5,5.5,5.5,5.5,?,29.0,N/A,USA,C
FairyTale: A True Story,1997,6.805938349954643,6.2881696428571345,6.270794392523365,6.599999999999999,6.5,6.1,6.5,6.735294117647058,6.5,6.605882352941177,6.5,?,4.0,English,UK,B
Faithful,1996,6.321287231826699,6.59053643724697,6.805938349954643,6.4111111111111105,6.85,6.85,?,6.877777777777778,5.866666666666667,6.3538461538461535,5.933333333333334,?,1.0,English,USA,C
Faithless,2000,6.805938349954643,6.596904663640125,?,7.6,7.649999999999998,?,?,7.239999999999999,7.3199999999999985,7.25,7.6,79.0,2.0,Swedish,Sweden,A
Fake,2003,6.596904663640125,?,?,7.2,7.2,6.6,7.2,7.2,7.2,7.2,6.6,?,56.0,Thai,Thailand,B
The Falcon and the Snowman,1985,7.090517241379306,6.59053643724697,6.805938349954643,6.842857142857143,6.8,7.381818181818181,?,6.311111111111111,6.684615384615384,6.681818181818181,6.8,?,8.0,English,UK,B
Falcons,2002,6.805938349954643,?,?,6.466666666666666,6.466666666666666,6.15,?,6.49,6.1,6.1,6.1,?,329.0,English,Iceland,C
The Fall,2006,6.3626827717736845,6.805938349954643,6.270794392523365,6.475,6.9750000000000005,7.9,7.9,7.9,6.4,7.066666666666666,7.9,64.0,87.0,English,USA,A
Fall in Love Like a Star,2015,6.596904663640125,?,?,5.2,N/A,?,?,5.2,3.8333333333333335,5.2,5.2,?,25.0,Mandarin,China,F
The Fall of the House of Usher,1928,5.6362158167036265,?,?,7.5,7.0625,7.838888888888887,7.5,7.5,7.5,7.5,7.5,?,2.0,French,France,A
Fallen,1998,6.164596895343019,6.59053643724697,6.805938349954643,6.95,6.6,?,?,6.966666666666668,6.5321428571428575,6.38,6.7375,?,57.0,Assyrian Neo-Aramaic,USA,B
Fallen Angel,1945,6.59053643724697,7.172522522522525,6.511945812807886,7.0285714285714285,6.9125000000000005,7.2,?,6.775,6.994444444444444,7.279999999999999,7.200000000000002,?,2.0,English,USA,B
Fallen Angels,1995,6.59053643724697,6.805938349954643,6.596904663640125,7.3875,7.118181818181819,?,?,7.566666666666666,6.775,7.3125,7.7,71.0,15.0,Cantonese,Hong Kong,A
The Fallen Idol,1948,6.805938349954643,7.172522522522525,6.511945812807886,7.272727272727272,7.06875,7.06875,7.8,7.217647058823529,7.2749999999999995,7.8,7.8,88.0,5.0,English,UK,A
Falling Down,1993,6.59053643724697,6.805938349954643,6.295724782899136,6.300000000000001,7.6,?,?,6.65769230769231,6.75,6.626315789473685,6.8,56.0,133.0,English,France,A
Falling Flowers,2012,6.805938349954643,?,?,7.033333333333334,6.0,6.0,?,6.4,5.85,6.0,6.0,?,20.0,Chinese,China,C
Falling Hare,1943,6.2881696428571345,6.792329149232918,6.321287231826699,7.137499999999999,7.281250000000001,?,?,7.270731707317069,7.5,?,?,?,742.0,English,USA,A
Falling in Love,1984,6.805938349954643,6.596904663640125,?,6.550000000000001,5.871428571428572,?,?,6.781818181818183,6.760714285714284,6.735294117647058,6.4,?,9.0,English,USA,C
False Hare,1964,6.2881696428571345,6.792329149232918,6.7513986013986,7.239999999999999,7.4,?,?,7.270731707317069,?,?,?,?,189.0,English,USA,B
Fame,1980,6.805938349954643,6.73577586206896,6.58008948545861,7.176923076923076,6.6,?,?,6.6,6.749999999999999,6.6,6.6,?,16.0,English,USA,B
Family Business,1989,6.321287231826699,6.59053643724697,6.805938349954643,6.939999999999999,6.139999999999999,6.139999999999999,?,6.6000000000000005,6.845454545454544,6.516666666666667,6.199999999999999,?,9.0,English,USA,C
The Family Jewels,1965,6.321287231826699,?,?,5.890000000000001,6.0,6.1000000000000005,?,6.230000000000001,7.285714285714285,6.719999999999999,6.2,?,1.0,English,USA,C
The Family Man,2000,6.321287231826699,6.805938349954643,6.270794392523365,6.555555555555556,6.033333333333334,6.033333333333334,?,6.542857142857144,6.325,6.73888888888889,6.325,42.0,84.0,English,USA,B
Family Plot,1976,6.321287231826699,6.295724782899136,?,7.125000000000001,7.645454545454545,6.8,?,6.366666666666667,6.571428571428571,6.6,7.171428571428571,?,14.0,English,USA,B
The Family Stone,2005,6.321287231826699,6.805938349954643,6.596904663640125,6.85,6.85,?,?,6.07,6.629166666666666,7.009090909090909,6.259999999999999,56.0,48.0,English,USA,C
The Family That Preys,2008,6.805938349954643,?,?,4.85,4.915789473684211,?,?,6.633333333333334,6.1499999999999995,5.2,5.166666666666667,49.0,5.0,English,USA,F
The Family Way,1966,6.321287231826699,6.805938349954643,6.596904663640125,6.775,7.3,7.3,?,7.157142857142858,6.140000000000001,7.245454545454546,7.5,?,890.0,English,UK,A
The Fan,1996,6.164596895343019,6.805938349954643,6.5056939501779345,6.630769230769232,5.8,6.0,?,6.781818181818183,6.104166666666665,6.329999999999999,6.219999999999999,32.0,37.0,English,USA,C
Fanaa,2006,6.805938349954643,6.596904663640125,6.295724782899136,6.433333333333334,7.266666666666667,7.266666666666667,7.266666666666667,7.758333333333334,7.4375,6.8,6.959999999999999,?,20.0,Hindi,India,B
Fancy Pants,1950,6.321287231826699,6.58008948545861,6.757500000000003,6.746153846153847,6.833333333333333,7.016666666666667,6.85,6.7437499999999995,6.6,7.349999999999999,6.7,?,809.0,English,USA,B
Fandango,1985,6.321287231826699,6.805938349954643,?,6.616666666666667,6.42,?,?,6.842857142857143,4.6,6.7,6.7,?,6.0,English,USA,B
Fanny,1961,6.805938349954643,6.596904663640125,?,6.825,6.75,6.933333333333334,7.45,6.916666666666667,7.262499999999999,7.0687500000000005,6.066666666666666,?,1.0,English,USA,B
Fanny and Alexander,1982,6.805938349954643,?,?,7.596428571428569,7.649999999999998,?,?,8.1,6.949999999999999,8.1,8.1,100.0,41.0,Swedish,Sweden,A
Fantasia,1940,6.792329149232918,6.2881696428571345,6.270794392523365,7.65,7.8,7.400000000000001,7.8,7.35,7.8,?,?,?,69.0,English,USA,A
Fantastic Four,2005,6.164596895343019,6.3626827717736845,5.828839390386872,5.720000000000001,6.583333333333333,6.425,6.716666666666666,6.04,5.991666666666667,6.615384615384615,5.72,40.0,262.0,English,USA,C
Fantastic Four: Rise of the Silver Surfer,2007,6.164596895343019,6.3626827717736845,5.828839390386872,5.720000000000001,5.8999999999999995,6.583333333333333,5.6,6.04,5.991666666666667,6.615384615384615,5.72,45.0,208.0,English,USA,C
Fantastic Planet,1973,6.792329149232918,6.805938349954643,5.828839390386872,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,?,12.0,French,France,A
Fantastic Voyage,1966,6.3626827717736845,6.2881696428571345,5.828839390386872,6.436842105263157,6.9125000000000005,6.360000000000001,6.9,6.75,5.777777777777778,7.183333333333334,6.441176470588235,?,12.0,English,USA,B
FAQ: Frequently Asked Questions,2004,5.828839390386872,?,?,4.7,4.7,?,?,4.7,4.7,4.7,4.7,?,215.0,English,Spain,F
Far and Away,1992,6.3626827717736845,6.805938349954643,6.596904663640125,6.816666666666666,6.26,6.3,6.26,6.864516129032259,6.525,5.95,6.31111111111111,49.0,46.0,English,USA,B
Far Cry,2008,6.164596895343019,6.3626827717736845,5.828839390386872,3.1999999999999997,3.1,3.1,3.1,5.566666666666666,3.1,3.1,5.5636363636363635,?,11.0,English,Germany,F
Far from Heaven,2002,6.805938349954643,6.596904663640125,?,7.0,6.7375,?,?,6.730434782608696,6.39032258064516,6.016666666666667,6.509090909090909,84.0,36.0,English,USA,B
Far from the Madding Crowd,1967,6.805938349954643,7.13501199040767,6.596904663640125,6.842857142857143,7.1,7.266666666666667,?,7.142857142857143,6.407692307692309,7.122222222222222,7.069230769230769,55.0,3.0,English,UK,B
Faraway,2014,6.3626827717736845,6.805938349954643,6.270794392523365,5.8,5.8,?,?,5.8,5.8,5.8,5.8,?,91.0,Tagalog,Philippines,C
A Farewell to Arms,1932,6.805938349954643,6.596904663640125,7.116258351893096,6.99,7.099999999999999,7.057142857142858,7.133333333333333,6.316666666666666,7.19642857142857,7.005263157894737,6.6,?,3.0,English,USA,B
A Farewell to Jinu,2015,6.321287231826699,?,?,5.5,5.5,6.45,?,6.133333333333333,5.7,7.0,6.333333333333333,?,22.0,Japanese,Japan,C
Farewell to the King,1989,6.164596895343019,6.3626827717736845,6.805938349954643,6.714285714285714,6.3,7.066666666666666,?,7.133333333333333,6.55,6.3,6.311764705882352,?,2.0,English,USA,C
Farewell My Concubine,1993,6.805938349954643,6.73577586206896,6.596904663640125,7.449999999999999,7.1,7.1,7.8,7.325000000000002,7.75,7.06923076923077,8.1,?,17.0,Mandarin,China,A
Farewell,2009,6.805938349954643,6.295724782899136,?,7.0,7.0,7.0,7.0,7.066666666666666,7.15,7.166666666666667,7.35,74.0,5.0,French,France,B
Farinelli,1994,7.090517241379306,6.805938349954643,6.73577586206896,6.9,6.9,6.9,6.9,6.640000000000001,6.550000000000001,7.0200000000000005,6.7727272727272725,?,5.0,French,France,B
The Farmer Takes a Wife,1935,6.321287231826699,6.596904663640125,?,6.9705882352941195,6.5,7.233333333333333,6.5,7.175,7.1076923076923055,7.200000000000002,6.75,?,188.0,English,USA,B
The Farmers Daughter,1947,6.805938349954643,6.596904663640125,?,6.985714285714286,6.8,6.5,7.5,7.066666666666666,6.845833333333334,7.066666666666666,7.200000000000002,?,1.0,English,USA,A
The Farmers Wife,1928,6.321287231826699,6.805938349954643,6.596904663640125,7.125000000000001,6.0,5.9399999999999995,?,6.6,6.15,6.325,6.0,?,1.0,English,UK,C
Farz,2001,6.164596895343019,6.295724782899136,?,4.925,N/A,?,?,5.275,6.2250000000000005,5.385714285714285,6.757142857142855,?,279.0,Hindi,India,F
Fast Company,1979,6.805938349954643,6.5056939501779345,?,6.43,5.5,6.1933333333333325,5.5,5.942857142857143,5.5,6.036363636363635,5.933333333333333,?,1.0,English,Canada,C
Fast Food Nation,2006,6.321287231826699,6.805938349954643,6.596904663640125,7.266666666666666,6.3,7.333333333333333,6.3,5.699999999999999,6.9,6.3,6.3,64.0,20.0,English,UK,C
The Fast and the Furious,1955,6.59053643724697,6.805938349954643,6.511945812807886,5.3,6.35,5.3,5.866666666666667,6.8,6.675,5.3,5.8,?,829.0,English,USA,F
2 Fast 2 Furious,2003,6.164596895343019,6.59053643724697,6.295724782899136,6.514285714285714,6.44,6.133333333333333,6.133333333333333,6.133333333333333,6.333333333333334,6.3100000000000005,6.175000000000001,38.0,187.0,English,USA,C
The Fast and the Furious: Tokyo Drift,2006,6.164596895343019,6.59053643724697,6.295724782899136,6.7,6.74,?,?,6.416666666666667,6.0,6.0,5.3,46.0,175.0,English,USA,C
Fast Five,2011,6.164596895343019,6.59053643724697,6.295724782899136,6.7,6.74,6.44,?,6.761538461538461,6.133333333333333,6.3,6.333333333333334,67.0,278.0,English,USA,B
Fast & Furious: Supercharged,2015,6.7513986013986,6.164596895343019,?,7.4,7.4,?,?,7.4,7.4,7.4,7.4,?,176.0,English,USA,B
Fast Getaway,1991,6.164596895343019,6.321287231826699,6.59053643724697,5.2,4.800000000000001,?,?,5.423076923076924,5.2,5.2,5.2,?,958.0,English,USA,F
Fast Getaway II,1994,6.164596895343019,6.3626827717736845,6.321287231826699,4.4,4.800000000000001,3.6,?,4.4,4.300000000000001,4.4,4.4,?,433.0,English,USA,F
Fast Times at Ridgemont High,1982,6.321287231826699,6.805938349954643,?,6.012499999999999,7.122222222222222,7.122222222222222,?,6.684615384615384,6.833333333333333,5.627272727272727,7.2,67.0,69.0,English,USA,B
Fast & Furious 6,2013,6.164596895343019,6.59053643724697,6.295724782899136,6.7,6.74,6.44,?,6.761538461538461,6.133333333333333,6.263636363636365,6.3,61.0,294.0,Russian,USA,B
Faster,2003,7.163705103969749,?,?,7.9,7.9,?,?,6.819230769230769,7.9,7.9,7.9,57.0,981.0,English,USA,A
The Fastest Guitar Alive,1967,6.321287231826699,6.73577586206896,6.757500000000003,4.5,5.628571428571428,?,?,4.5,4.5,4.5,5.566666666666667,?,230.0,English,USA,F
Fat Albert,2004,6.321287231826699,6.2881696428571345,6.270794392523365,5.449999999999999,4.933333333333334,4.3,?,4.499999999999999,4.56,5.4,4.3,39.0,9.0,English,USA,F
Fat Choi Spirit,2002,6.321287231826699,?,?,6.7,6.800000000000001,6.760000000000001,6.625,6.680000000000001,6.1,6.075,7.0,?,574.0,Cantonese,Hong Kong,B
Fat City,1972,6.805938349954643,6.5056939501779345,?,7.256000000000003,7.5,7.5,?,6.387499999999999,6.794117647058823,7.025,6.083333333333333,?,5.0,English,USA,A
Fat Girl,2001,6.805938349954643,?,?,5.5,5.166666666666667,?,?,6.5,6.0,6.5,6.725,77.0,7.0,French,France,B
Fat Man and Little Boy,1989,7.090517241379306,6.805938349954643,7.13501199040767,6.325,6.6000000000000005,6.6000000000000005,6.2,6.78918918918919,6.375,6.609999999999999,6.6923076923076925,?,5.0,English,USA,B
Fat Pizza,2003,6.164596895343019,6.3626827717736845,6.321287231826699,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,?,2.0,English,Australia,C
My Big Fat Greek Wedding,2002,6.321287231826699,6.596904663640125,?,5.449999999999999,5.659999999999999,?,?,5.875,6.866666666666667,6.6,6.6,62.0,98.0,English,USA,B
Fatal Attraction,1987,6.805938349954643,6.295724782899136,?,6.516666666666668,6.7,6.7,?,6.65769230769231,6.895238095238093,6.2125,6.9,67.0,53.0,English,USA,B
Fatal Beauty,1987,6.164596895343019,6.321287231826699,6.59053643724697,5.833333333333333,5.3,6.35,6.816666666666666,5.871428571428571,6.31,5.9125000000000005,6.1000000000000005,?,2.0,English,USA,F
Fatal Fury 2: The New Battle,1993,6.792329149232918,6.164596895343019,6.805938349954643,6.6,N/A,?,?,6.574999999999999,6.75,7.0,6.6,?,267.0,English,Japan,B
Fatal Fury: The Motion Picture,1994,6.792329149232918,6.164596895343019,6.270794392523365,6.9,6.9,6.9,6.9,6.574999999999999,6.75,7.0,6.9,?,796.0,Japanese,Japan,B
Fatal Instinct,1993,6.321287231826699,6.59053643724697,6.295724782899136,6.3125,5.6,?,?,5.877777777777777,5.266666666666667,6.5600000000000005,6.433333333333334,?,5.0,Yiddish,USA,C
Fatal Intuition,2015,6.295724782899136,?,?,5.1,5.1,?,?,5.1,5.8999999999999995,5.1,6.0,?,10.0,Korean,South Korea,F
WWE: Twist of Fate - The Matt and Jeff Hardy Story,2008,6.164596895343019,?,?,7.85,N/A,?,?,7.5,7.5,7.5,7.5,?,107.0,English,USA,A
Fateless,2005,6.805938349954643,6.596904663640125,7.116258351893096,6.85,7.1,7.1,?,7.1,7.1,7.1,7.1,87.0,5.0,Hungarian,Hungary,B
Dragon Ball Z: Bardock the Father of Goku,1990,6.792329149232918,6.270794392523365,5.828839390386872,8.0,7.340000000000001,7.45,8.0,7.340000000000001,8.0,8.0,8.0,?,2.0,Japanese,Japan,A
The Father,1996,6.805938349954643,?,?,7.75,7.75,7.6,?,7.75,7.6,7.6,7.6,?,924.0,Persian,Iran,A
Father of the Bride,1950,6.321287231826699,6.596904663640125,?,6.979166666666665,7.3307692307692305,7.354545454545455,6.900000000000001,7.270000000000001,6.9799999999999995,6.889473684210528,7.100000000000001,?,7.0,English,USA,B
Father of the Bride Part II,1995,6.321287231826699,?,?,5.82,7.354545454545455,7.3307692307692305,6.077777777777778,6.280000000000001,6.629166666666666,5.8999999999999995,5.9,49.0,26.0,English,USA,C
Father Goose,1964,6.3626827717736845,6.321287231826699,6.596904663640125,7.125,6.977777777777778,6.76,7.4,7.2524999999999995,6.916666666666667,7.208333333333333,7.4,?,7.0,English,USA,B
Fathers Little Dividend,1951,6.321287231826699,6.596904663640125,?,6.979166666666665,7.354545454545455,7.3307692307692305,6.900000000000001,7.270000000000001,6.9799999999999995,6.889473684210528,7.100000000000001,?,2.0,English,USA,B
Fatty Finn,1980,6.2881696428571345,6.270794392523365,6.321287231826699,7.0,7.033333333333334,7.033333333333334,7.0,7.0,7.0,7.0,7.0,?,205.0,English,Australia,B
Fatty and Mabel Adrift,1916,6.321287231826699,6.7513986013986,?,6.6,6.65,?,?,6.6,6.733333333333333,6.540000000000001,6.15,?,253.0,English,USA,B
Fattys Tintype Tangle,1915,6.321287231826699,6.7513986013986,?,6.6,N/A,?,?,6.6,6.2,6.855555555555555,6.550000000000001,?,213.0,English,USA,C
Fatwa,2006,6.805938349954643,6.295724782899136,?,4.1,4.1,?,?,5.28,4.1,5.842857142857143,5.133333333333333,?,393.0,English,USA,F
Faust,1926,6.805938349954643,6.270794392523365,5.6362158167036265,7.82,7.266666666666667,8.1,8.1,7.4,7.660000000000001,7.5,7.55,?,10.0,German,Germany,A
The Favor,1994,6.321287231826699,6.596904663640125,?,5.73,5.35,5.35,?,5.699999999999999,6.539999999999999,6.199999999999999,6.93448275862069,51.0,2.0,English,USA,F
The Making of Fay Grim or: How Do You Spell Espionage?,2007,7.163705103969749,6.7513986013986,?,N/A,N/A,?,?,7.6,6.6,6.275,7.5,?,11.0,English,USA,A
The FBI Story,1959,6.59053643724697,6.805938349954643,7.13501199040767,7.305882352941176,6.8500000000000005,6.328571428571428,6.5,7.256521739130435,7.140000000000001,6.766666666666667,6.5,?,2.0,English,USA,B
Fear,1946,6.805938349954643,7.172522522522525,6.511945812807886,5.6,6.199999999999999,5.6,?,5.6,7.0,6.599999999999999,5.6,?,164.0,English,USA,C
Fear and Desire,1953,6.805938349954643,6.295724782899136,7.116258351893096,7.46875,6.319999999999999,?,?,6.2,5.7,5.933333333333334,5.7,?,4.0,English,USA,C
Fear and Loathing in Las Vegas,1998,6.321287231826699,?,?,7.236363636363635,6.866666666666667,7.340000000000001,7.266666666666666,6.949999999999999,6.9363636363636365,6.959999999999999,6.329999999999999,41.0,208.0,English,USA,A
Fear in the Night,1947,6.59053643724697,6.805938349954643,7.172522522522525,6.6,6.993333333333334,6.033333333333334,?,6.9,6.3999999999999995,6.35,6.6,?,862.0,English,USA,B
Fear and Trembling,2003,6.321287231826699,6.805938349954643,?,7.1,7.1,6.199999999999999,?,7.4,7.1,7.1,7.1,75.0,3.0,French,France,B
Fear X,2003,6.295724782899136,?,?,6.76,7.6000000000000005,6.76,?,6.586666666666667,6.444444444444445,6.0,6.45,61.0,4.0,English,Denmark,C
Feardotcom,2002,6.59053643724697,5.6362158167036265,6.295724782899136,3.75,2.9,3.3,3.3,5.707142857142857,6.05,6.28,5.5636363636363635,16.0,17.0,English,UK,F
Fearless,1993,6.805938349954643,6.295724782899136,?,7.308333333333334,7.2,7.2,?,6.794117647058823,7.0874999999999995,6.779999999999999,7.183333333333334,?,17.0,English,USA,B
The Fearless Hyena,1979,6.321287231826699,6.164596895343019,?,7.2,6.933333333333333,6.8,?,6.477777777777781,6.8,7.233333333333333,6.8,?,2.0,Cantonese,Hong Kong,B
The Fearless Vampire Killers,1967,6.321287231826699,5.6362158167036265,?,7.28125,6.977777777777778,7.161538461538462,?,6.640000000000001,7.5,7.3,6.55,?,22.0,English,USA,B
Feast,2005,6.164596895343019,6.321287231826699,5.6362158167036265,5.1,5.6571428571428575,5.733333333333333,?,6.4,5.95,6.65,6.4,43.0,25.0,English,USA,C
Feast of July,1995,6.59053643724697,6.805938349954643,6.511945812807886,6.4,6.95,6.4,?,6.7375,6.225,6.383333333333333,6.233333333333334,?,406.0,English,USA,C
Feast of Love,2007,6.805938349954643,6.596904663640125,?,6.7,6.3,6.7,?,6.881081081081081,6.124999999999998,6.609090909090909,5.457142857142857,51.0,13.0,English,USA,B
Feds,1988,6.321287231826699,6.59053643724697,?,5.3,5.7,5.483333333333333,?,6.177777777777777,6.033333333333334,5.65,6.05,?,2.0,English,USA,F
Live Feed,2006,5.6362158167036265,?,?,3.5,3.5,3.5,?,3.5,3.5,3.5,3.5,?,1.0,Cantonese,Canada,F
Feed Me,2013,6.805938349954643,?,?,5.1,5.1,5.1,?,5.933333333333333,5.1,5.1,5.7749999999999995,?,16.0,Chinese,China,F
Feeling Minnesota,1996,6.321287231826699,6.59053643724697,6.805938349954643,5.4,5.4,?,?,6.617391304347826,6.403846153846154,6.715384615384616,6.388888888888889,30.0,8.0,English,USA,F
Feet First,1930,6.321287231826699,?,?,7.340000000000001,7.199999999999999,7.0,7.800000000000001,7.12,7.340000000000001,6.45,6.9,?,683.0,English,USA,B
Felicias Journey,1999,6.805938349954643,6.295724782899136,?,6.919999999999999,7.0,6.919999999999999,?,6.775,6.725,7.0,6.833333333333333,72.0,6.0,English,Canada,B
Fellini Satyricon,1969,6.805938349954643,6.270794392523365,7.13501199040767,7.553333333333333,6.7,7.512499999999999,7.125,6.9,6.9,6.9,7.3999999999999995,?,11.0,Italian,Italy,B
Female Trouble,1974,6.321287231826699,6.59053643724697,?,6.521428571428571,6.521428571428571,?,?,6.757142857142858,6.675000000000001,6.5200000000000005,6.779999999999999,?,5.0,English,USA,B
